,course,url,lat,lon
12997,College Hill Golf Course,missing,41.71253919999999,-73.91259749999999
12998,Atkinson Country Club & Resort,http://www.atkinsonresort.com,42.8202398,-71.1795374
12999,Delray Beach Golf Club,http://www.delraybeachgolfclub.com,26.4519564,-80.097697
13000,Mariana Butte Golf Course,missing,40.3987194,-105.1419405
13001,Jo Daddys Golf Course,missing,27.989672,-80.655835
13002,Darby Creek Golf Course,http://www.darbycreekgolf.com,40.1670513,-83.39674289999999
13003,Clearfield-Curwensville Country Club,missing,40.994897,-78.47629599999999
13004,Irv Warren Memorial Golf Course,missing,42.480415,-92.3718165
13005,Pine Tree Country Club,missing,33.52724540000001,-86.6531069
13006,Pines Par 3 Golf Course,missing,47.764435,-117.403964
13007,Sanctuary at Wulfert Point,missing,26.4887482,-82.1719138
13008,Valley Lake Course at Farmstead Golf & Country Club,missing,41.0538093,-74.70849849999999
13009,Village Greens Golf Course,missing,39.2303744,-95.5248812
13010,Burlington Golf Club,missing,40.8337162,-91.1221199
13011,Green Mountain National Golf Course,http://www.gmngc.com,43.6974738,-72.8274192
13012,Stonebrook Golf Course,http://www.stonebrookgc.com,30.6407512,-87.1906542
13013,Links Course at Squaw Valley Golf Course,missing,32.2614095,-97.7239647
13014,New Ewa Beach Golf Club,missing,21.3182566,-157.9940669
13015,Highfield Club,missing,41.551638,-73.153397
13016,Montague Golf Club,missing,43.923088,-72.657394
13017,Tamarack Golf Club,http://www.tamarackgolfcourse.com,41.69057249999999,-88.2062653
13018,Rices Golf Center,missing,40.448145,-86.1240614
13019,Black Diamond Golf Course,http://www.blackdiamondgolfcourse.com,28.906029,-82.48934600000001
13020,Cedar Ridge Country Club,missing,36.0144808,-95.8510009
13021,Championship Course at Burns Park Golf Course,missing,34.7910513,-92.308464
13022,Town & Country Recreation Area,missing,37.09024,-95.712891
13023,Orange Gold Course at Omni Tucson National Golf & Conference Resort,missing,32.3585525,-111.0252403
13024,Rich Spring Golf Club,missing,45.4460651,-94.4704539
13025,Mountain Course at Golf Courses At Incline Village,missing,39.249683,-119.9526847
13026,Tanglewood On Texoma Resort & Country Club,http://www.tanglewoodresort.com/golfing.asp,33.8223554,-96.706671
13027,Kings Valley Golf Course,missing,41.807783,-124.139667
13028,Shady Grove Golf Club,missing,41.0573219,-83.5785727
13029,Beacon Lakes Golf Club,http://www.beaconlakesgolf.com,29.477905,-95.07995
13030,Dothan National Golf Club & Hotel,http://www.dngch.com,31.1208068,-85.4061131
13031,South West Course at Newaukum Valley Golf Course,missing,46.608658,-122.891687
13032,New Albany Country Club,missing,40.06882,-82.82947999999999
13033,Wanee Lake Country Club,missing,31.6658092,-83.6940059
13034,Willow Oak Course at Hunters Creek Plantation,missing,28.3605643,-81.4222934
13035,Michaywe Hills Golf Club,missing,44.9397356,-84.6508465
13036,Essex Fells Country Club,missing,40.8183731,-74.2773979
13037,Hallie Golf Club,missing,44.8796484,-91.4491865
13038,Roan Valley Golf Estates,missing,36.445073,-81.799875
13039,Snag Creek Golf Course,missing,40.9124589,-89.2842277
13040,South Course at Mauna Lani Resort,http://www.maunalani.com,19.9389202,-155.8671295
13041,Four Hills Country Club,http://www.fourhillscc.com,35.051374,-106.494191
13042,Links at Erie Village,missing,43.05710699999999,-76.015788
13043,Virginia Oaks Golf Club,http://www.virginiaoaksgc.com,38.7817178,-77.6479982
13044,SunLand Golf & Country Club,http://www.sunlandgolf.com,48.11140349999999,-123.0957394
13045,La Purisima Golf Course,http://www.lapurisimagolf.com,34.6676953,-120.3866036
13046,Clydesdale Meadows Golf Club,missing,40.9033396,-74.280498
13047,North Greens Golf Course,missing,40.2668764,-89.225792
13048,Ocean View Municipal Golf Course,missing,36.9484393,-76.2473606
13049,Painesville Country Club,missing,41.70659500000001,-81.218609
13050,Aspetuck Valley Country Club,missing,41.2269177,-73.33251709999999
13051,Philadelphia Cricket Club,missing,40.0649746,-75.2092527
13052,Fairfield Golf Course,missing,39.309311,-84.54403479999999
13053,Hinson Hills Golf Center,missing,,
13054,Iron Horse Golf Course at Double R Ranch Resort,http://www.doublerranch.com,43.050194,-85.269296
13055,Marcus Community Golf Club,missing,42.8099789,-95.80572070000001
13056,Green Tree Golf Course,missing,34.507325,-117.318089
13057,Stadium Course at TPC at Sawgrass,http://www.tpcsawgrass.com,30.1990251,-81.394832
13058,Country Club of Louisiana,http://www.ccofla.com,30.3438664,-91.0371833
13059,Willow Point Country Club,http://www.russelllands.com/willowpoint/index.asp,32.787209,-85.976997
13060,Flying L Guest Ranch Golf Course,missing,29.7120477,-99.04889969999999
13061,Mountain Ridge Golf Course,missing,40.863041,-74.294212
13062,Cypress Bend Golf Club At Cypress Bend Golf Resort,http://www.cypressbend.com,31.4325264,-93.6889599
13063,Tamarack Golf Course,missing,38.5639194,-89.9135179
13064,Bountiful Ridge Golf Course,missing,40.8632564,-111.8542719
13065,White Red Course at Butterfield Country Club,missing,41.8348406,-87.9751299
13066,White Course at Gilbertsville Golf Club,missing,40.3200972,-75.6101844
13067,Mount Summit Golf Course,missing,39.8449077,-79.65761719999999
13068,Southern Woods Golf Club,missing,28.7230534,-82.5082359
13069,Oldham County Country Club,http://www.oldhamcountycc.com,38.39521999999999,-85.442739
13070,Lake Worth Golf Club,missing,26.6239998,-80.0471377
13071,Country Club of Ocala,missing,29.1098051,-82.1202291
13072,Executive Course at Bel-Aire Golf Club,missing,40.1507275,-74.09141439999999
13073,Olathea Golf Course,missing,41.645021,-90.355561
13074,Danville Country Club,missing,40.1732921,-87.65303229999999
13075,The Summit Course at Shanty Creek,http://www.shantycreek.com,44.9534025,-85.18648619999999
13076,Alta Golf & Country Club,missing,48.0387751,-119.939432
13077,Caddo Creek Golf Club,missing,34.279191,-93.160591
13078,Bay Breeze Golf Course,missing,30.4112847,-88.931225
13079,Creekside Lakeview Course at Beachwood Golf Course,missing,51.00000319999999,-114.1063851
13080,Eighteen Hole Course at Churchville Golf Course,missing,43.1135788,-77.8981318
13081,Prattville Country Club,missing,32.4495568,-86.4936876
13082,Towers Country Club,missing,40.757583,-73.7148445
13083,Regulation Course at Winnetka Golf Club,missing,42.10808340000001,-87.735895
13084,Nine Hole Par 3 Course at Quail Valley Country Club,missing,29.5721574,-95.5433542
13085,Regulation Eighteen Course at Peach Valley Golf Course,missing,35.0266671,
13086,Eighteen Course at Riverside Municipal Golf Course,missing,29.38156919999999,-98.4840564
13087,Seminole Choctaw Course at Indian Bayou Golf & Country Club,http://www.indianbayougolf.com,30.3940792,-86.45951629999999
13088,Fleming County Golf Association,missing,38.4405383,-83.7478021
13089,Robert A. Black Golf Club,http://www.cpdgolf.com,42.0050957,-87.6803147
13090,Brooklyn Country Club,missing,41.787532,-71.90313739999999
13091,Penn Oaks Country Club,missing,39.9086641,-75.5606897
13092,Copper Ridge Golf Club,http://www.copperridgegolfclub.com,42.9914574,-83.5373087
13093,Summitpointe Golf Course,missing,37.4551858,-121.8815248
13094,Randall Hills Country Club,missing,43.0671086,-98.5270583
13095,Haile Plantation Golf & Country Club,missing,29.6131742,-82.447861
13096,White Cedar Pin Oaks Course at Wild Oaks Golf Club,missing,39.52616829999999,-75.4198767
13097,Lafayette Municipal Golf Course,missing,34.6893451,-85.28631940000001
13098,Maple Creek Golf Club,missing,43.5182551,-84.678517
13099,Holmes Harbor Golf Club,missing,48.0277938,-122.5388095
13100,Valley View Club,missing,41.29124729999999,-90.1853716
13101,Monte Vista Country Club,missing,37.5833745,-106.1586821
13102,Loch Lomond Golf Course,missing,56.0640274,-4.6363609
13103,Bay View Golf Course,missing,41.6927735,-83.4804928
13104,18-hole Course at Apple Hill Golf Club,http://www.applehillgolf.com,42.9190867,-70.9783262
13105,Osseo Golf & Recreation Center,missing,44.57243070000001,-91.22085729999999
13106,Mount Huff Golf Course,missing,40.0860773,-120.9169127
13107,Aqua Canyon Course at Cimarron National Golf Club,missing,35.8735527,-97.4878469
13108,Salem Hills Golf & Country Club,missing,42.4048385,-83.5916216
13109,Washakie Golf & RV Resort,missing,43.2069974,-83.22036969999999
13110,Hamakua Country Club,missing,20.0695316,-155.4595828
13111,Rich Valley Golf,missing,40.255284,-77.073988
13112,West Chester Golf & Country Club,missing,33.9594587,-118.4115875
13113,Gasparilla Inn & Golf Club,missing,26.7524487,-82.26065830000002
13114,Trail Tide Course at Port Ludlow Resort,http://www.portludlowresort.com/golf/index.html,47.9253693,-122.6834914
13115,Minikahda Club,missing,44.94333229999999,-93.32119589999999
13116,Rock River Hills Golf Club,missing,43.426012,-88.64202999999999
13117,Tanglewood Lakes Golf Club,missing,61.1130344,-149.8524081
13118,Long Prairie Country Club,http://www.longprairiecountryclub.com,45.96888939999999,-94.855243
13119,Hamilton Trails Golf Club,http://www.hamiltontrails.com,39.41231,-74.66696
13120,River Oaks Golf Course,http://www.forestpreservegolf.com,38.866201,-94.517259
13121,Golf Club at Mansion Ridge,http://www.mansionridgegc.com,41.3003011,-74.18450059999999
13122,Plantation Golf Course,missing,33.1175273,-96.7814317
13123,Country Club Course at Bella Vista Village Golf Courses,http://www.bellavistapoa.com,36.481464,-94.2732642
13124,Par 3 Course at Foothills Golf Course,missing,39.6455843,-105.0918799
13125,Du Bois Country Club,missing,41.1337932,-78.7546984
13126,Spanish Oaks Golf Course,missing,40.0842554,-111.5981709
13127,White Blue Course at Palos Country Club,missing,41.6520542,-87.8431449
13128,Deer Run Golf Course,missing,34.8928393,-92.1410894
13129,Hamilton Ranch Golf Resort,missing,36.8965747,-113.9323651
13130,Mokihana Course at Kauai Lagoons Resort,http://www.golfbc.com/courses/kiele,22.0590496,-159.3198852
13131,Jesup Golf & Country Club,missing,31.5617485,-81.8871223
13132,Plainfield West Nine,missing,40.5990621,-74.39320090000001
13133,Woodbriar - Falmouth,missing,41.5631869,-70.6088066
13134,Alvamar Golf Club,http://www.alvamar.com,38.9511238,-95.2920379
13135,Sunnycrest Golf Course,missing,43.0608097,-76.1157554
13136,The Falls Course at Silver Spring Country Club,http://www.silverspringgolf.com,43.1195057,-88.1759136
13137,Fore Kicks Golf & Indoor Sports Complex,http://www.forekicks.com,42.0893564,-71.298
13138,Sauquoit Knolls Golf Club,missing,42.9975901,-75.2396045
13139,Brook Hollow Golf Club,missing,32.834223,-96.863911
13140,Fred Arbanas Golf Course at Longview Lake,missing,38.9187267,-94.45639369999999
13141,Blue Monster Course at Doral Golf Resort & Spa,http://www.doralgolf.com/golf_section.html?area=courses&amp;subnav=bluemonstercourse,25.8120074,-80.3376961
13142,Beast West Course at Royal Oaks Country Club,http://www.royaloaks.com,29.7290724,-95.58569759999999
13143,Club At Patriots Glen,http://www.patriotsglen.com,39.6219543,-75.8074985
13144,Mecklenburg Country Club,missing,36.804276,-78.4364243
13145,Robert Trent Jones Golf Course Cornell University,missing,42.4570395,-76.46848109999999
13146,Hickory Nut Golf Club,missing,41.3055189,-81.89043400000001
13147,Pine Island Course at Pine View Golf Course,missing,42.20414969999999,-83.6210514
13148,Saratoga Country Club,missing,37.284146,-122.052616
13149,Bogeys Par 3 Golf Course,missing,38.7849523,-90.5381621
13150,Monroe Gateway Recreation,missing,41.520933,-93.11146699999999
13151,River Falls Golf Club,missing,44.8631821,-92.5950489
13152,Country Club,missing,37.2562876,-95.71584709999999
13153,Sugar Bush Golf Club,missing,41.2966872,-81.0951303
13154,Wayzata Country Club,http://www.wayzatacc.com,44.9780052,-93.529596
13155,Lakes at El Segundo,http://www.premiergolfcenters.com,33.91031600000001,-118.3947836
13156,Sunshine Country Club Estates,missing,26.235857,-97.716224
13157,Village Green Country Club,missing,42.29691589999999,-88.0140661
13158,Oceanside Center City Golf Course,missing,33.197397,-117.359435
13159,Summertime Nine Golf Course,missing,,
13160,Feather River Park Resort,missing,39.7764516,-120.6297836
13161,North South Course at Sand Barrens Golf Club,http://www.sandbarrensgolf.com,39.1374761,-74.77252639999999
13162,Ohio County Country Club,missing,37.5108523,-86.8220341
13163,Pasfield Park Golf Course,missing,39.7936807,-89.6819447
13164,Heathers Club,missing,42.60898,-83.231177
13165,Mountain Course at Robinson Ranch,http://www.robinsonranchgolf.com,34.411062,-118.412341
13166,Rough River Dam State Resort Park Golf Course,http://parks.ky.gov/resortparks/rr/index.htm,37.5866579,-86.556438
13167,Majestic Course at Majestic At Lake Walden,http://www.majesticgolf.com,42.6543326,-83.76550139999999
13168,Osage Hills Golf Course,missing,37.4930753,-95.1240364
13169,Azalea Course at Country Club of Jackson,missing,32.2987573,-90.1848103
13170,Oak Course at Olde Oaks Golf Club,http://www.oldeoaksgolf.com,32.4392348,-93.5756541
13171,Championship Course at Seven Springs Country Club,missing,28.2109588,-82.6586835
13172,Westlake Country Club,missing,39.1258115,-90.33997939999999
13173,Minisceongo Golf Club,missing,41.16768099999999,-74.04305099999999
13174,Chaska Golf Course,http://www.chaskagolf.com,44.2694687,-88.52976919999999
13175,Scottish Heights Golf Club,missing,41.218439,-78.746544
13176,Mountain View Golf Course,http://www.mountainview-golf.com,36.995807,-91.69182959999999
13177,Grandote Peaks Golf Club,http://www.grandotepeaks.com,37.4974303,-105.012432
13178,Pine Shores Municipal Golf Course,missing,42.8154481,-82.4935496
13179,Silver Course at Treasure Lake Golf Course,http://www.treasurelakepoa.com/golf.htm,41.1733942,-78.7158611
13180,Blue Red Course at Hamilton Elks Country Club,missing,39.4207174,-84.4681574
13181,Ocean County Golf Course at Atlantis,missing,39.5771883,-74.3558935
13182,Rockland Country Club,http://WWW.ROCKLANDCOUNTRYCLUB.ORG,41.0245794,-73.9176226
13183,Davenport Country Club,missing,41.5769802,-90.4076817
13184,Boone Golf & Country Club,missing,36.192583,-81.6473919
13185,Hillebrands Paradise Ranch Resort,missing,42.5181052,-123.3803115
13186,Ash Hills Golf Course,missing,41.2869251,-80.7332216
13187,Three Oaks Par 3 Golf Course,missing,41.7986545,-86.6105778
13188,Winding Creek Golf Club,http://www.ci.thomasville.nc.us/golf.htm,42.7686995,-85.99705080000001
13189,Pine Mountain Golf Course,missing,35.58274,-81.596077
13190,South Wales Golf Club,missing,38.664611,-77.9125373
13191,Sapphire Lakes Country Club,missing,35.116668,-83.050107
13192,East Course at Cypress Tree Golf Course,missing,32.3883866,-86.34975999999999
13193,Gowrie Golf & Country Club,missing,42.2708784,-94.28202859999999
13194,Pleasant Hill Golf Course,missing,40.634455,-82.364267
13195,Zellwood Station & Country Club,missing,28.719743,-81.5789216
13196,Cedars Golf Club,missing,41.0041684,-72.4845409
13197,Rock Creek Golf Course,missing,38.96566139999999,-77.03876129999999
13198,Lake of the Forest Golf Course,missing,39.1036094,-94.8603232
13199,Main Course at Brae Burn Country Club,missing,42.3377979,-71.23425449999999
13200,Victoria National Golf Club,http://www.victorianational.com,38.0007858,-87.3464692
13201,Hillandale Country Club,missing,34.9097596,-88.48855259999999
13202,Ford Park Golf Course,missing,33.9571684,-118.1556335
13203,Ram Rock Course at Horseshoe Bay Resort & Conference Center,missing,30.5442963,-98.40179649999999
13204,Lake Waramaug Country Club,missing,41.695091,-73.3813119
13205,North Course at Reserve Vineyards & Golf Club,missing,45.4848814,-122.9177535
13206,Squirrel Run Country Club,http://www.squirrelrungolf.com,41.9315288,-70.7223367
13207,Willow Ridge Golf,missing,42.532842,-94.214197
13208,Hidden River Golf & Casting Club,http://www.hiddenriver.com,45.507348,-84.7607699
13209,Sheraton Steamboat Golf Club & Resort,http://www.sheratonsteamboatgolf.com,40.4583352,-106.8050167
13210,Sierra Nevada Golf Ranch,http://www.sierranevadagolfranch.com,39.0456082,-119.8176527
13211,Stoner Creek Country Club,missing,38.2130054,-84.24596129999999
13212,Ocean Shores Golf Course,missing,46.998239,-124.1579129
13213,Ebensburg Country Club,missing,40.49031240000001,-78.7032263
13214,Miami View Golf Club,missing,39.2156321,-84.71947999999999
13215,Richland Country Club,missing,36.0504083,-86.82246200000002
13216,University of Florida Golf Course,missing,29.6499712,-82.3651725
13217,Colonie Golf & Country Club,http://www.coloniegcc.com,42.762406,-73.87105199999999
13218,Highland Park Country Club,http://www.highlandparkcc.com,42.1895905,-87.81997059999999
13219,Royal Oaks Golf Resort,http://www.gglbbs.com/royaloaks,44.400505,-89.134658
13220,Rivercrest Golf Club,missing,40.1545329,-75.4932646
13221,California Golf Club of San Francisco,missing,37.6495683,-122.4386062
13222,The Championship Course at Palm Desert Country Club,missing,33.7222445,-116.3744556
13223,East South Course at Lakes Country Club,missing,33.7548017,-116.3513759
13224,Deerwood Golf Course,missing,43.0387348,-78.83040020000001
13225,Emerald Mountain Golf Club,http://www.emeraldmountaingolfclub.com,32.44762830000001,-86.1041846
13226,Holland Lake Golf Course,missing,43.2351757,-85.05171899999999
13227,Ayden Golf & Country Club,http://www.aydengolf.com,35.4602252,-77.387824
13228,Spook Rock Golf Course,missing,41.1273375,-74.0984648
13229,Front & New Course at Forest Creek Golf Club,missing,37.09024,-95.712891
13230,Troon Golf & Country Club,missing,33.7462388,-111.8587557
13231,Creekside Course at Pebble Creek Country Club,missing,30.5676058,-96.2355388
13232,Gator Course at Pelicans Nest Golf Club,http://www.nestgolf.com,26.3704916,-81.8279027
13233,Huron Shores Golf Course,missing,43.4727536,-82.557794
13234,Biltmore Forest Country Club,missing,35.5321913,-82.5368195
13235,Maple Bluff Golf Club,missing,43.1141884,-89.3699041
13236,Stow South Course at Stow Acres Country Club,http://www.stowacres.com,42.4160016,-71.5280956
13237,River Creek Club,missing,39.1053609,-77.48469469999999
13238,River Golf & Country Club,missing,35.951133,-78.209437
13239,Maple Grove Golf,missing,41.7308049,-83.62320350000002
13240,Red Blue Course at Hartford Golf Club,missing,41.7658043,-72.6733723
13241,Minakwa Country Club,missing,47.786794,-96.619481
13242,Divide,http://www.charlottegolf.com,38.949859,-105.159985
13243,Red White Course at Dandridge Golf & Country Club,http://www.dandridgegolf.com,36.0470871,-83.4062414
13244,Seneca Golf Course,missing,38.2299979,-85.6732043
13245,Franklin Hills Country Club,missing,42.5195905,-83.3233219
13246,High Acres Par Three,missing,41.350564,-82.459569
13247,Powell Country Club,missing,40.1557858,-83.09947780000002
13248,Copper Mill Golf Club,http://www.coppermillgolf.com,30.6407627,-91.1840333
13249,Ravenna Golf Course,missing,39.485715,-105.0929
13250,Golden Pheasant Golf Club,http://www.golfgoldenpheasant.com,39.9370768,-74.7939815
13251,Saukie - Richard A. Welch Memorial Golf Course,missing,41.475345,-90.545064
13252,Island Oaks Golf Club,missing,42.8752207,-77.59955
13253,Ocean Winds Course at Seabrook Island Resort,http://www.seabrookresort.com,32.5600988,-80.176048
13254,Bali Hai Golf Club,http://www.waltersgolf.com,36.08297,-115.175552
13255,Chautauqua Point Golf & Racquetball Center,missing,42.2455033,-79.4612654
13256,Stonegate Country Club at Summit Lake,missing,38.5518089,-121.7877789
13257,Oxford Country Club,missing,34.3327942,-89.499843
13258,Tupelo Country Club,missing,34.28689120000001,-88.7816903
13259,White Blue Course at Grand Rapids Golf Club,missing,42.9633599,-85.6680863
13260,Wentworth Hills Golf & Country Club,http://www.wentworthhillsgolf.com,42.0141549,-71.377984
13261,Eagles Nest Golf Course,missing,39.219746,-84.19981
13262,Cypress Landing Golf Club,missing,35.4977131,-77.0522717
13263,Selva Marina Country Club,missing,30.34096109999999,-81.40477539999999
13264,Weekapaug Golf Club,missing,41.3394154,-71.7763356
13265,Range End Country Club,missing,40.1072204,-77.04743189999999
13266,North Palm Beach Country Club,missing,26.828462,-80.061409
13267,Ravenswood Golf Club,missing,42.9940929,-77.39524089999999
13268,Nippersink Country Club & Lodge,missing,42.5297911,-88.298414
13269,Maxwell Municipal Golf Course,http://www.golfmaxwell.com,32.4121417,-99.73514039999999
13270,Maplewood Golf Club,missing,40.083836,-85.33530499999999
13271,North East Course at Bunker Hills Golf Course,http://www.bunkerhillsgolf.com,45.2024832,-93.2885685
13272,Oaks Course at Houston Oaks Golf Club,http://www.houstonoaks.com,30.09864,-95.838478
13273,Legends at Locust Lane,missing,,
13274,Live Oak Country Club,missing,28.0011606,-97.125374
13275,Downingtown Country Club,http://www.golfdowningtown.com,40.0130203,-75.68164809999999
13276,Swenson Executive Course at Swenson Park Golf Course,missing,38.0100039,-121.3413325
13277,West Course at Bear Creek Golf Club,http://www.bearcreek-golf.com,32.8625674,-97.0582704
13278,Lees Hill Golfers Club,missing,38.2370096,-77.4794282
13279,Hillside Woodside Course at Cantigny Golf Course,http://www.cantignygolf.com,41.8471004,-88.1552882
13280,Ghost Creek at Pumpkin Ridge Golf Club,http://www.pumpkinridge.com,45.6128444,-123.0037736
13281,Elk Valley Golf & Recreation,missing,41.978689,-80.214131
13282,Lookout Mountain Golf Club,missing,33.5962815,-112.0649821
13283,Interlaken Golf Club,missing,43.6057884,-94.46804739999999
13284,Apple Mountain Resort,missing,34.6398194,-83.4543448
13285,Links of North Dakota at Red Mike Resort,http://www.redmike.com,48.1617835,-103.0461739
13286,Maggie Hathaway Par 3 Golf Course,missing,33.9472066,-118.3120969
13287,Auburn Hills Golf Club,http://www.auburnhillsgc.com,37.076898,-80.44250079999999
13288,North Course at Crystal Lake Country Club,missing,42.2251853,-88.3469569
13289,Indian Oaks Golf Club,missing,33.7833048,-97.7345711
13290,Woodland Meramec Course at Tapawingo National Golf Club,missing,38.5306548,-90.4291946
13291,Coyote Ridge Golf Club,http://www.coyoteridgegolf.com,33.0257174,-96.9390222
13292,Webb Park Golf Course,missing,30.4369034,-91.1413711
13293,Oak Lane Golf Course,missing,42.677973,-84.1718779
13294,Breckenridge Country Club,missing,32.7573493,-98.9496111
13295,Foxwood Golf Club,missing,35.779509,-80.521981
13296,Northern Pine Golf Course,missing,46.5820181,-91.4487136
13297,Midville Country Club,missing,41.722195,-71.501783
13298,Regulation Course at Maple Grove Golf Club,missing,41.7308049,-83.62320350000002
13299,Fire Ridge Golf Course,missing,43.35610399999999,-87.928968
13300,Presidential Course at Hickory Valley Golf Club,http://www.hickoryvalley.com,40.323616,-75.5744304
13301,Alaskan Golf Club,missing,44.54487899999999,-87.49124499999999
13302,Caribou Country Club,missing,46.8927537,-68.04418799999999
13303,Fieldstone Golf Club of Auburn Hills,http://www.fieldstonegolfclub.com,42.6881525,-83.2563097
13304,North Course at Hercules Country Club,missing,39.758891,-75.638993
13305,Ritzville Municipal Golf,missing,47.1220159,-118.3677506
13306,Gibson Woods Golf Course,missing,40.930253,-90.626092
13307,Greenbush Golf Course,http://www.greenbushgc.com,44.59872590000001,-83.32032319999999
13308,Winston Lake Golf Course,missing,36.119086,-80.2007958
13309,Kelly Greens Golf & Country Club,missing,26.4950269,-81.958586
13310,Idle Hour Country Club,missing,32.8651431,-83.7114431
13311,Oasis Golf Resort,missing,52.0596992,-107.5884743
13312,Trent Jones Course at Sugar Creek Country Club,missing,29.618529,-95.598621
13313,The Meadows Course at Prestonwood Country Club,http://www.prestonwoodcc.com,35.7957235,-78.8359787
13314,Scotch Pines Golf Course,missing,44.099458,-116.90569
13315,Camelot Golf Course,missing,43.5877109,-88.40571109999999
13316,Mountain Meadows Golf Course,missing,34.0828268,-117.7783475
13317,Centralia Public Golf Course,missing,46.608658,-122.891687
13318,Choteau Country Club,missing,47.818723,-112.163794
13319,Pine Meadows Golf & Country Club,missing,42.2909469,-87.9845034
13320,George County Country Club,missing,30.8431226,-88.6723578
13321,Championship Course at Silver Creek Country Club,missing,37.2757115,-121.7714464
13322,Sandpiper Golf Club Course at Sandpiper Golf Club,missing,34.4308569,-119.907585
13323,Mattoon Golf & Country Club,missing,39.4723489,-88.3254975
13324,Diablo Creek Golf Course,missing,38.0135874,-122.0236528
13325,The Oaks Course at The Tan-Tar-A Resort,missing,38.1291014,-92.7184563
13326,Legacy Golf Resort,http://www.legacygolfresort.com,33.3843343,-112.0188791
13327,Steeple Chase Golf Club,missing,42.2637514,-88.0543047
13328,Shaker Hills Golf Club,http://www.shakerhills.com,42.545919,-71.5521529
13329,North Shore Golf Club,missing,28.4016378,-81.2216423
13330,Moorhead Country Club,missing,46.8976298,-96.7686251
13331,General   Deacon Course at Woodlands Resort & Country Club,http://www.woodlandsresort.com,30.1423141,-95.4728555
13332,1-18 Course at St. Johns Golf & Conference Center,missing,30.053782,-81.50917489999999
13333,Aiken Golf Club,http://www.aikengolfclub.com,33.5583374,-81.7280005
13334,9-Hole Executive Course at Plum Creek Golf Course,missing,30.0266343,-97.8784062
13335,Harry Mussatto Golf Course,http://www.golf.wiu.edu,40.4864176,-90.6845245
13336,Bridgeview Golf Course,missing,40.028165,-82.938525
13337,Regulation Nine Course at Falmouth Country Club,http://www.falmouthcountryclub.com,41.598451,-70.556173
13338,Hinsdale Golf Club,missing,41.8046909,-87.9558192
13339,Black Mountain Golf Course,http://www.townofblackmountain.org/golf.htm,35.6261878,-82.3337636
13340,Longest Hole Waterfall Course at Meadows Farms Golf Course,missing,38.3457537,-77.776999
13341,Windy Hills Golf Course,missing,43.1120588,-73.5411089
13342,Glen Hills Golf Club,missing,45.0008158,-92.17073459999999
13343,The Bear Course at Grand Traverse Resort & Spa,http://www.grandtraverseresort.com,44.77901199999999,-85.488357
13344,American Legion Memorial Golf Course,missing,42.0320708,-92.92599159999999
13345,Echo Farms Golf & Country Club,missing,34.167104,-77.9237867
13346,Sabal Point Country Club,missing,28.6979171,-81.4075447
13347,Wedgewood Golf Course,missing,38.0411031,-97.47579979999999
13348,Carolina Country Club,missing,34.8803307,-81.9112705
13349,South Hills Golf Course,missing,42.441561,-92.32218979999999
13350,Dwan Golf Club,missing,44.804067,-93.321905
13351,Island Oaks Course at Lima Golf & Country Club,missing,42.8752207,-77.59955
13352,Marietta Country Club,missing,33.9861465,-84.6235208
13353,Wildcat Run Country Club,missing,26.4365861,-81.74934449999999
13354,Timber Trace Golf Club,missing,42.4743735,-83.9946375
13355,Wild Horse Golf Course,missing,40.9542714,-100.1944721
13356,Wedgwood Country Club,missing,39.76072,-75.06965
13357,Glenview East South Course at Glenview Municipal Golf Course,missing,42.0778065,-87.8223368
13358,Saunders Golf Course,missing,41.6419084,-82.8342893
13359,Lake Valley Course at Pinery Country Club,missing,39.4565645,-104.7590339
13360,Overlook Golf Course,missing,40.0815388,-76.3139504
13361,St. Helens Golf Course,missing,45.828287,-122.872809
13362,Peninsula Golf Resort,missing,37.773042,-84.7044815
13363,Challenge Course at White Deer Golf Club,missing,42.2554568,-87.9675338
13364,Arizona Golf Resort & Conference Center,http://www.azgolfresort.com,33.407765,-111.682463
13365,Conquistador Golf Course,missing,37.37106,-108.552768
13366,Canyon Lake Golf & Country Club,missing,33.6739688,-117.2606995
13367,Back & New Course at Forest Creek Golf Club,missing,37.6778088,-95.49573
13368,Silver Oaks Golf Course,missing,28.2474095,-82.20741699999999
13369,Crystal Springs Quarry Golf Club,http://www.golfattheq.com,38.7250534,-90.480171
13370,Conway Country Club,missing,35.0869,-92.4813233
13371,Sea Pines Country Club,missing,32.1557692,-80.77613529999999
13372,North Course at Bon Vivant Country Club,missing,41.1827191,-87.9028307
13373,Torreon Golf Club,missing,34.243379,-110.083282
13374,St. Joseph Country Club,missing,39.8333682,-94.8279244
13375,Gold Red Course at Riverview Highlands Golf Course,missing,42.16770349999999,-83.2051457
13376,Island Park Village Resort,missing,44.523376,-111.325579
13377,Short Course at Lake Chabot Municipal Golf Course,missing,37.7283985,-122.1135665
13378,Windermere Club,missing,34.1726617,-80.9190582
13379,Hubbard Trail Country Club,missing,40.3987051,-87.68954529999999
13380,Valley River Course at Valley View Golf Club,missing,41.122974,-81.524226
13381,Regulation Course at Sunset Country Club,missing,31.9449258,-102.4052748
13382,Greenshire Golf Course,missing,42.4238582,-87.85221299999999
13383,Sandwich Hollows Golf Club,http://www.sandwichhollows.com,41.72060949999999,-70.4485057
13384,Providence Golf Club,http://www.providencegolfclub.com,28.2114108,-81.5463157
